title,available,promotion,terms_and_conditions,link
Enjoy up to RM330 savings on Emirates flight bookings,1 June 2023 – 31 July 2023,Book at: www.emirates.my/maybank,"1. This offer is valid with bookings made online at www.emirates.my/maybank using promotional code MYMAYB1 and payment must be made with a Maybank/Maybank Islamic Mastercard®, Visa, American Express Credit/Charge Card or Debit Card.2. Sales period: 1 June 2023 until 31 July 20233. Travel period: 1 June 2023 until 31 October 20234. Travel blackout dates may apply. Please check with Emirates at the time of booking.5. RM90 OFF is applicable to Economy class booking, and RM330 OFF is applicable to Business class booking made on published fare brands (Saver, Flex and Flex+) for all Emirates destinations except Jeddah (JED) and Medina (MED) only.6. Valid on Economy and Business Class only.7. Valid for round-trip and departures from Kuala Lumpur only. Not valid to destinations with Emirates codeshare or interline flights.8. Applicable only to Maybank Cardmembers with maximum of eight (8) companions, total of nine (9) passengers in the same booking including the cardmember.9. Discount valid on airfare only. Fuel surcharge, applicable government and airport taxes and levies are not discounted.10. Discount is applicable to child fares, not to infant fares.11. Discount is not valid for Special Fare.12. Published fares are the general fares available for sales and is distributed through various channels of distribution (Travel Agents, Emirates Ticket Counters and Airport Offices).13. Emirates website or online channel, on some occasion, may or may not have discounts available from published fares. The discounts offered are a discount off the available published fares.14. Amendment and cancellation penalties may apply for date changes/rerouting and will vary depending on destination and class of travel. Check ‘Fare Conditions’ from an online quote to view these and other applicable fare conditions.15. Not valid with any other promotions unless stated otherwise.16. Please contact Emirates at +603 6207 4999 for further enquiries17. Emirates’ policies and general terms and conditions apply. Any dispute arising under the terms and conditions of the flight ticket(s) shall be settled directly by the cardmember with Emirates.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/05/31/enjoy-up-to-rm330-savings-on-emirates-flight-bookings/
10% OFF Genting Skyworlds Theme Park combo room package at Resort World Awana,6 June 2023 – 31 August 2023,Book now at https://www.rwgenting.com/en/hot-deals/rwg-x-maybank.html,"• Payment must be made with a Maybank Islamic Visa, Mastercard & American Express® Card.• Offers cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege card.• Customers are required to produce an email confirmation for the redemption of Genting SkyWorlds tickets at the ticketing counter.• This offer cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards.• Reservations must be made by logging into rwgenting.com.• The confirmation of your package is subject to room availability.• No refunds will be issued if the package is cancelled or unutilised.• The Management reserves the right to alter, amend, delete or add to these conditions or withdraw the package at any time without prior notice.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/05/26/10-off-genting-skyworlds-theme-park-combo-room-package-at-resort-world-awana/
Get 15% OFF with a minimum purchase of RM 30 at participating Airport F&B outlets,15 April 2023 – 14 October 2023,"• Kota Kinabalu International Airport (KKIA)
Apron Bites, Level 2 (Domestic Departure)
Marrybrown Restaurant, Level 2 (Domestic Departure)
Marrybrown, Level 2 (Domestic Departure)","1. Payment must be made with Maybank/Maybank Islamic Mastercard®, Visa or American Express® Card.2. 15% discount (“Discount”) will be awarded to the Maybank Cardmembers who have made a minimum purchase of RM30.00 (Ringgit Malaysia Thirty only) (“Minimum Purchase”) in a single receipt with a Maybank Card at any of the Participating Outlet(s) (“Eligible Transactions”).3. The Minimum Purchase shall not include Sales and Service Tax (SST), sales, excise, goods and services tax, value added tax or other applicable taxes, tariffs, duties or any payment (“the Taxes”) imposed and may be imposed by the relevant authorities in Malaysia from time to time, as and when it is applicable.4. The Eligible Transactions shall exclude transactions that are not posted, void, subsequently cancelled or refunded, disputed, unauthorized or fraudulent transactions.5. The Discount will be deducted instantly upon transaction(s) made.6. The Discount cannot be exchanged for an item or product, different prize or reward of similar cost or any other alternatives in any circumstances.7. The Discount is not valid for partial payment or split transactions.8. The Offer(s) is further subject to Eraman’s in-house terms & conditions.9. Offers cannot be exchanged for cash or used in conjunction with any other promotions, offers, loyalty card or coupons.10. Maybank makes no representation as to the quality, merchantability, or the fitness for any purpose of the goods and/or service(s) provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/04/14/get-15-off-with-a-minimum-purchase-of-rm-30-at-participating-airport-fb-outlets/
Get 20% OFF entrance tickets to popular attractions at Menara Kuala Lumpur,1 March 2023 – 30 December 2023,"Skydeck + Skybox (NP Adult: RM71 / NP Kid: RM37)
Observation deck (NP Adult: RM30 / NP Kid: RM20)
Tower Walk 100 (TW 100) (NP Adult: RM20 / NP Kid: RM15)","1. Payment must be made with Maybank/Maybank Islamic Mastercard®, Visa or American Express® Card.2. Prices shown are valid for Malaysian Nationals only. Different rate applies for International tourists.3. All ticket(s) must be purchased at Menara Kuala Lumpur ticket counter only.4. No extension or revalidation of the period is allowed.5. All ticket(s) purchased are not transferable or refundable.6. MKLSB shall have right to request Mykad or Mykid for Malaysian citizens during the purchase at MKLSB ticket counter.7. MKLSB reserves the right to amend, vary or modify terms & conditions here in at any time by giving notice 21 days in writing to Maybank.8. Offers cannot be exchanged for cash or used in conjunction with any other promotions, offers, loyalty card or coupons.9. Maybank makes no representation as to the quality, merchantability, or the fitness for any purpose of the goods and/or service(s) provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/04/14/get-20-off-entrance-tickets-to-popular-attractions-at-menara-kuala-lumpur/
20% OFF at Amerin Hotel,1 January 2023 – 31 December 2023,"20% OFF from on going promo rate for any room at Amerin Hotel, Johor Bahru","• Payment must be made with a Maybank/Maybank Islamic Mastercard®, Visa or American Express® Card.• Offer cannot be exchanged for cash or used in conjunction/combination with other discounts, promotions, vouchers or loyalty/privilege cards.• Other terms and conditions apply",https://mytreats.maybank.com/cardpromotions/malaysia/2023/03/20/20-off-at-amerin-hotel/
15% OFF at Mulu Marriott Resort & Spa,1 January 2023 – 31 December 2023,15% OFF Best Available Rates at Mulu Marriott Resort & Spa,"● Payment must be made with a Maybank Mastercard, Visa or American Express Card.● Prior reservation is required.● Offer cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers or loyalty/ privilege cards.Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/03/20/15-off-at-mulu-marriott-resort-spa/
15% OFF at Miri Marriot Resort & Spa,1 January 2023 – 31 December 2023,15% OFF Best Available Rates at Miri Marriot Resort & Spa,"● Payment must be made with a Maybank Mastercard, Visa or American Express Card.● Prior reservation is required.● Offer cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers or loyalty/ privilege cards.● Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/03/20/15-off-at-miri-marriot-resort-spa/
Enjoy up to 50% room rates at Eastin Hotel.,1 January 2023 – 31 December 2023,Purchase the 1st night stay at Best Available rate and enjoy the 2nd night stay at 50% off,"1) Payment must be made with a Maybank Mastercard, Visa or American Express Card. 2) This offer is only valid from 1 Jan 2023 till 31 Dec 20233) This offer requires a min booking of 2 nights4) This offer is only valid for room only. Breakfast can be added5) This offer is not applicable other offers and promotions6) This offer is non-refundable, non- exchangable or non-returnable7) This offer is non-renewable8) This offer is only valid in Eastin Hotel Kuala Lumpur9) This offer requires at least 3 days advance booking via WA @ +6016-26222833, call @ +603-76287373 or email to reservationall.kl@eastin.com",https://mytreats.maybank.com/cardpromotions/malaysia/2023/03/20/enjoy-up-to-50-room-rates-at-eastin-hotel/
7% OFF Hotel Bookings at Agoda,1 January 2023 – 31 December 2023,Book now at www.agoda.com/maybank,"• Payment must be made with a Maybank Visa, Mastercard®, American Express® Credit, Charge or Debit Card.• Promotion is only applicable to booking of merchant hotels at participating destinations and designated hotels (prepaid only) made through a dedicated landing page at www.agoda.com/maybank• Promotions are valid for hotels with “Promotion Eligible” banner .• Promotions are not valid for ‘book now pay later’ or ‘book now pay directly at hotel’ bookings.• Promotions are applicable to hotel room charges only, excluding local taxes, service fees and any other additional charges.• Change of date is not permitted. In the event of cancellation, the promotion and the discount coupon will have no cash or refund value.• Promotions cannot be exchanged for cash or other products.• Promotions are non-transferable and non-cumulative and cannot be used in conjunction with any other discount, promotions, discounted items and fixed price items, loyalty program unless otherwise specified.• In case of dispute, the joint decision of Agoda and Maybank shall be final.• Promotions terms and conditions are subject to changes.• Maybank is not the supplier of the goods or services and makes no representation as to the quality of the goods or services provided by Agoda and merchant hotels.• The use of the Agoda’s goods or services shall be subject to its terms and conditions and such other conditions that may be imposed by Agoda or the relevant merchant hotels supplying the goods or services. Maybank shall not be responsible for the quality, merchantability or the fitness for any purpose or any other aspect of the Agoda or the relevant merchant hotels goods or services.• Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the use of goods or services provided by Agoda and its relevant merchant hotels.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/03/20/7-off-hotel-bookings-at-agoda/
Up to 30% OFF at Momo’s Kuala Lumpur,1 October 2022 – 1 October 2023,"Food & Beverages – MoMosita
• 10% OFF with minimum spending of RM50 at MoMosita in a single receipt
Promo Code: MMMB","MoMosita1. This offer is not valid in conjunction with any other on-going discounts, promotions, set meals, vouchers or privilege cards.2. This offer is not valid for the purchase of cigar, tobacco and alcoholic beverages.3. The offer is only valid at MoMosita.4.RM50 minimum spend excludes service tax & service charges, and/or delivery charges.5. Prior reservations are ncouraged and subject to availabilty.6. For dine-in, reservation can be made directly via telephone at 03-2776 6666. Please mention the promo code to our staff to enjoy the discount.7. For takeaway and delivery, orders can be placed via WhatsApp at +6017-257 8489. To enjoy the discounts, please mention the promo code.8. Other terms & condition apply",https://mytreats.maybank.com/cardpromotions/malaysia/2023/02/27/up-to-30-off-at-momos-kuala-lumpur/
"Up to 20% OFF tickets, dining and popcorns at Aurum Theatre",1 July 2023 – 30 June 2024,"Terms and Conditions:
1) Discount is valid for over-the-counter purchase of all popcorn and drink items at concession counter in Aurum Theatre, The Gardens Mall and Aurum Theatre, The Mall, Mid Valley Southkey only.
2) Discount cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards.","1) Promotional tickets are available for purchase via GSC website, GSC mobile app, and Self-service Kiosk at Aurum Theatre, The Gardens Mall and Aurum Theatre, The Mall, Mid Valley Southkey only.2) Limited to two (2) promotional tickets per transaction, capped at three (3) transactions per Maybank Card per day.3) Limited to the first 200 promotional tickets purchased on a weekly basis.4) Discount cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards.5) Promotions are valid from 1 July 2023 until 30 June 2024.6) Payment must be made with a Maybank Mastercard®, Visa or American Express® Credit or Charge Card (‘Maybank Card’) issued in Malaysia, Singapore, Indonesia, Philippines and Brunei.7) Maybank is not the supplier of the goods or service(s) provided by Aurum Theatre and makes no representation of to the quality of the goods or service(s) provided by Aurum Theatre.8) Subject to terms & conditions imposed by Aurum Theatre.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/02/09/up-to-20-off-tickets-dining-and-popcorns-at-aurum-theatre/
Enjoy 15% OFF Sofitel Spa treatment packages all year round at Sofitel Kuala Lumpur Damansara,2 January 2023 – 30 December 2023,"For reservation, please contact Sofitel Kuala Lumpur Damansara at 03-2720 6688.","• Applicable to The Platinum Card®, American Express® Platinum Credit Card, American Express® Gold Card, American Express® Green Card, Singapore Airlines KrisFlyer American Express® Platinum Credit Card, Singapore Airlines KrisFlyer American Express® Gold Credit Card, Maybank 2 Cards Reserve American Express® Card, all Maybank/Maybank Islamic Visa Infinite Cards, all Maybank/Maybank Islamic World Mastercard® and Visa Signature Cards.• Offer excludes manicure and pedicure treatments.• Offer is subject to availability at the time of reservation, on a first come, first served basis.• Offer cannot be exchanged for cash or used in conjunction with other promotions/offers,coupons/vouchers and loyalty/privilege cards.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/02/03/enjoy-15-off-sofitel-spa-treatment-packages-all-year-round-at-sofitel-kuala-lumpur-damansara/
Up to 15% OFF at Banyan Tree Kuala Lumpur,1 January 2023 – 30 December 2023,10% OFF at Gallery excluding items on consignment,"1. Payment must be made with a Maybank Mastercard, Visa or American Express Credit Cards.2. Prior reservation is required and subject to availability. Kindly call Banyan Tree at +603 2113 1888 to make reservation.3. Offer is valid for a maximum of 6 pax per booking.4. Offer is not applicable for set menus and tobacco products.5. Promotion is valid for dine-in only.6. Not valid on eve of Public Holiday, Public Holiday and 14 February.7. Offer cannot be exchanged for cash or used in conjunction with other promotions/offers/coupons//vouchers and loyalty/privilege cards.8. Maybank make no representation as to the quality, merchantability or the fitness for any purpose of the goods and/or service(s) provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/01/25/up-to-15-off-at-banyan-tree-kuala-lumpur/
"Up to 15% OFF at Pavilion Hotel Kuala Lumpur, managed by Banyan Tree",1 January 2023 – 30 December 2023,10% OFF at Gallery excluding items on consignment,"1. Payment must be made with a Maybank Mastercard, Visa or American Express Credit Cards.2. Prior reservation is required and subject to availability. Kindly call Pavilion Hotel Kuala Lumpur at +603 2117 2888 to make reservation.3. Valid for a maximum of 6 pax per booking except for Jade Pavilion’s private room which can accommodate 10 or 20 persons respectively. Subject to availability and minimum spend.4. Offer is not applicable for set menus and tobacco products.5. Promotion is valid for dine-in only.6. No splitting of bills allowed.7. Not valid on eve of Public Holiday, Public Holiday and 14 February.8. Offer cannot be exchanged for cash or used in conjunction with other promotions/offers/coupons//vouchers and loyalty/privilege cards.9. Maybank Makes no representation as to the quality, merchantability or the fitness for any purpose of the goods and/or service(s) provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/01/25/up-to-15-off-at-pavilion-hotel-kuala-lumpur-managed-by-banyan-tree/
Up to 15% OFF Discovery Park Tickets,1 January 2023 – 31 December 2023,"Beach Pool Club
Adult Tickets: RM 13.00
Child Tickets: RM 13.00","1. Payment must be made with a Maybank/Maybank Islamic Mastercard, Visa or American Express Cards.2. Promotion rate is only applicable for purchases made via Discovery Park ticketing counter only.3. Maximum of six (6) tickets per cardmember apply.4. Rates will be applied accordingly. Ticket availability will be subject to waterpark capacity.5. Child denotes those above 90cm in height and age 12 years old and below. Senior Citizen denotes those 60 years old and above.6. Ticket(s) purchased is non-refundable, non-exchangeable for cash & not applicable with other ongoing offers, events and/or promotions.7. No cancellation nor refund will be allowed upon confirmation of purchase.8. Ticket is non-refundable due to inclement weather or in any other circumstances.9. Operation hours of Discovery Park are 12.00pm to 8.00pm (Weekdays) and 10.00am to 8.00pm (Weekends), closed every Tuesdays except for Malaysia School Holidays and Public Holidays.10. With the purchase and/or ticket(s), ticket holders are agreeable to the terms and conditions and general rules and regulations of Gamuda Land.11. The Management reserves the right to vary and amend the terms and conditions with 21 Days prior notice.12. Admission rates may be subjected to further taxes as and when implemented by the state government.13. Maybank Makes no representation as to the quality, merchantability or the fitness for any purpose of the goods and/or service(s) provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/01/14/up-to-15-off-discovery-park-tickets/
Up to 15% OFF Xploria Attractions Tickets,1 January 2023 – 31 December 2023,"Water Biking
Adult Tickets: RM 13.00
Child Tickets: RM 13.00","1. Payment must be made with a Maybank/Maybank Islamic Mastercard, Visa or American Express Cards.2. Promotion rate is only applicable for purchases made via Discovery Park ticketing counter only.3. Maximum of six (6) tickets per cardmember apply.4. Rates will be applied accordingly. Ticket availability will be subject to waterpark capacity.5. Child rate is only applicable to those of minimum height of 90cm and above and age 17 years old and below.6. Complimentary admission is applicable for children below 90cm with one paying adult.7. Ticket(s) purchased is non-refundable, non-exchangeable for cash & not applicable with other ongoing offers, events and/or promotions.8. No cancellation nor refund will be allowed upon confirmation of purchase.9. Ticket is non-refundable due to inclement weather or in any other circumstances.10. Operation hours of Xploria: 10.00am to 6.00pm, closed every Tuesdays except for Malaysia School Holidays and Public Holidays.11. With the purchase and/or ticket(s), ticket holders are agreeable to the terms and conditions and general rules and regulations of Gamuda Land.12. The Management reserves the right to vary and amend the terms and conditions with 21 Days prior notice.13. Admission rates may be subjected to further taxes as and when implemented by the state government.14. Maybank Makes no representation as to the quality, merchantability or the fitness for any purpose of the goods and/or service(s) provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/01/14/up-to-15-off-xploria-attractions-tickets/
15% OFF Big Bucket Splash Tickets,1 January 2023 – 31 December 2023,"Adult Tickets: RM 15.00
Child Tickets: RM 31.00","1. Payment must be made with a Maybank/Maybank Islamic Mastercard, Visa or American Express Cards.2. Promotion rate is only applicable for purchases made via Big Bucket Splash Ticketing Counter within the slot hours.3. Maximum of six (6) tickets per cardmember apply.4. Rates will be applied accordingly. Ticket availability will be subject to waterpark capacity.5. Child rate is only applicable to those of minimum height of 90cm and above and age 17 years old and below.6. Complimentary admission is applicable for children below 90cm with one paying adult.7. Ticket(s) purchased is non-refundable, non-exchangeable for cash & not applicable with other ongoing offers, events and/or promotions.8. No cancellation nor refund will be allowed upon confirmation of purchase.9. Ticket is non-refundable due to inclement weather or in any other circumstances.10. Operation hours of Big Bucket Splash: 12.00pm to 6.30pm (Weekdays), 8.30am to 10.00pm (Weekends), closed every Tuesdays except for Malaysia School Holidays and Public Holidays.11. With the purchase and/or ticket(s), ticket holders are agreeable to the terms and conditions and general rules and regulations of Gamuda Land.12. The Management reserves the right to vary and amend the terms and conditions with 21 Days prior notice.13. Admission rates may be subjected to further taxes as and when implemented by the state government.14. Maybank Makes no representation as to the quality, merchantability or the fitness for any purpose of the goods and/or service(s) provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/01/14/15-off-big-bucket-splash-tickets/
Up to 20% OFF at Ames Hotel Melaka,1 November 2022 – 30 November 2023,15% OFF total food bill at The Munch & The Moon Bar,"• Payment must be made with a Maybank/Maybank Islamic Mastercard®, Visa or American Express® Card.• Offer cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/ vouchers and loyalty/privilege cards.• Offers are not valid on eve of Public Holidays, Public Holidays and blackout dates.• Advance reservation is required.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/01/14/up-to-20-off-at-ames-hotel-melaka/
Tee off at 100 premium golf clubs across 19 countries,1 January 2023 – 31 December 2023,Please call Maybank Premier Card Services for more details on the Premier Golf Clubs.,,https://mytreats.maybank.com/cardpromotions/malaysia/2023/01/12/tee-off-at-100-premium-golf-clubs-across-19-countries/
Up to 30% OFF at The Chow Kit – an Ormond Hotel,1 October 2022 – 31 December 2023,"Food & Beverages:
1) 10% OFF with a minimum spending of RM150 at The Chow Kit Kitchen & Bar in a single receipt
2) *10% OFF total dining bill at PRIVATE @ The Chow Kit
Promo Code: TCKPMB
– https://www.thechowkit.com (For Rooms)
– https://private.thechowkit.com (For PRIVATE @ The Chow Kit)
– https://www.thechowkit.com/eat-drink (For The Chow Kit Kitchen & Bar)
– Reservations can also be made directly via telephone at 03-2778 6666 (For Rooms) or 03-2778 6688 (For Dining).","For Food & Beverages:1) Payment must be made with Maybank/Maybank Islamic Visa, Mastercard or American Express Credit Cards only.2) Promotion is not valid in conjunction with any other on-going discounts, promotions, vouchers or privilege cards.3) Promotion is not valid for the purchase of cigar, tobacco and alcoholic beverages. 4) Prior reservations are encouraged and subject to availability.5) *Promotion at PRIVATE is only applicable to The Platinum Card®, American Express® Platinum Credit Card, American Express® Gold Card, American Express® Green Card, Singapore Airlines KrisFlyer American Express® Platinum Credit Card, Singapore Airlines KrisFlyer American Express® Gold Credit Card, Maybank 2 Cards Reserve American Express® Card, all Maybank/Maybank Islamic Visa Infinite Cards, all Maybank/Maybank Islamic World Mastercard® and Visa Signature Cards..6) For takeaway and delivery, orders can be placed via our online store – https://order.ormondhotels.com/. To enjoy the discounts, please insert the promo code.7) Other terms & condition apply",https://mytreats.maybank.com/cardpromotions/malaysia/2022/11/07/up-to-30-off-at-the-chow-kit-an-ormond-hotel/
Exclusive savings at Seri Pacific Hotel,1 August 2022 – 31 July 2023,"15% OFF Best Available Rate*
15% OFF Total Bill at Zende Restaurant**
15% OFF Total Bill at Teratak Spa","• Payment must be made with Maybank/Maybank Islamic Mastercard, Visa or American Express Cards.• Offer cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards.• *Offer is valid for Superior, Deluxe, Club and Executive Suite with or without breakfast only. For respective room privileges, visit https://www.seripacifichotel.com/room/en for more information. Prior reservation is required and subject to availability. Make reservation via call to 1 800 88 46835 or email to resv@seripacific.com for room bookings. Deposit of equivalent to one night’s room rate for every room reserved is required and it is non-refundable.• **Presentation of Maybank / American Express card is required upon ordering. Offer is valid for dine-in only. Prior reservation is required and subject to availability. Make reservation via call 03 – 4042 5555 to the restaurant. No splitting of bills allowed within the same table. One card per transaction. Offer is not valid during Ramadan, Christmas Eve, Christmas Day, New Year’s Eve, Valentine’s Day, Chinese New Year, Easter Day, Mother’s Day and Father’s Day. Not valid for tobacco and alcohol purchases.• Maybank is not the supplier of the goods or service(s) and makes no representation as to the quality of the goods or service(s) provided by Seri Pacific Hotel.• Subject to other terms and conditions imposed by Seri Pacific Hotel.",https://mytreats.maybank.com/cardpromotions/malaysia/2022/08/28/exclusive-savings-at-seri-pacific-hotel/
Exclusive hotel deals at AnCasa Hotels & Resort,1 August 2022 – 31 July 2023,"AnCasa Residences, Port Dickson
• 15% OFF Best Available Rates (Rooms)*
• 15% OFF at Saffron Brasserie & Cinnamon Café**","• Payment must be made with a Maybank/¬Maybank Islamic Mastercard®, Visa or American Express® Card.• Blackout dates apply.• Prior reservation is required. Offers cannot be exchanged for cash or used in conjunction/combination with other discounts, promotions, vouchers or loyalty/¬privilege cards.• *Offer excludes breakfast.• Offer is not applicable for bookings of more than 10 rooms.• **Offer is not applicable for in-room dining and tobacco products.• Maybank is not the supplier of the goods or service(s) and makes no representation as to the quality of the goods or service(s) provided by AnCasa Hotel.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2022/08/16/exclusive-hotel-deals-at-ancasa-hotels-resort/
Maybank Cards specials at The Bicester Village Shopping Collection,1 January 2023 – 31 December 2023,"• Kildare Village, Dublin
10% OFF E-VIP Pass
Complimentary Hands Free Shopping
Refreshment Voucher for Butlers Coffee","1. Payment must be made with a Maybank/Maybank Islamic Mastercard®, Visa or American Express® Card. Premium cards consist of The Platinum Card®, American Express® Platinum Credit Card, American Express® Gold Card, American Express® Green Card, Singapore Airlines KrisFlyer American Express® Platinum Credit Card, Singapore Airlines KrisFlyer American Express® Gold Credit Card, Maybank 2 Cards Reserve American Express® Card, all Maybank Visa Infinite Cards, all Maybank World Mastercard® and Visa Signature Cards.2. Valid at participating stores only.3. The Apartment and VIP Lounge Access are subject to availability, must be booked at least 48 hours in advance.4. E-VIP Pass for Maasmechelen Village, Brussels is not applicable during blackout months (June and December 2022).5. The benefits cannot be combined with other promotions or be used in non-particpating retail outlets within the Promotion Locations.6. Discounts are subject to service charges and taxes.7. Promotion may not be used in conjunction with any other offers, in-house offers, discount cards, loyalty programmes and vouchers, unless otherwise stated.8. Maybank is not the supplier of the goods or service(s) and makes no representation as to the quality of the goods or service(s) provided.9. Promotion is subject to the Merchant’s in-house rules and terms.",https://mytreats.maybank.com/cardpromotions/malaysia/2022/06/16/maybank-cards-specials-at-the-bicester-village-shopping-collection/
Get up to 50% OFF subscription to The Economist,1 June 2023 – 30 April 2024,"Note: Maybank Premium Cards consist of The Platinum Card®, American Express® Platinum Credit Card, American Express® Gold Card, American Express® Green Card, Singapore Airlines KrisFlyer American Express® Platinum Credit Card, Singapore Airlines KrisFlyer American Express® Gold Credit Card, Maybank 2 Cards Reserve American Express® Card, all Maybank/Maybank Islamic Visa Infinite Cards, all Maybank/Maybank Islamic World Mastercard® and Visa Signature Cards.","• Promotion is valid from 1st June 2023 until 30th April 2024.• Payment must be made with a Maybank issued Visa, Mastercard®, JCB or American Express® Credit, Charge or Debit Card.• Promotion is valid for all subscribers.• Promotion is valid for subscription made at www.economist.com/maybank-premier for 50% discount, and www.economist.com/maybank for 20% discount only.• Promotion is applicable for delivery within Malaysia, Singapore, Indonesia and Philippines only.• The Economist shall provide the subscription in accordance with the terms and conditions found at www.economist.com/terms. The terms are considered accepted when the order is submitted.• Subscribers may cancel their subscription in accordance with the terms and conditions found at www.economist.com/terms.• Promotion cannot be used with any other promotion or offer from The Economist or its partner(s).• The use of The Economist goods or services shall be subject to its terms and conditions and such other conditions that may be imposed by The Economist or the relevant merchant(s) supplying the goods or service(s).• Maybank shall not be responsible for the quality, merchantability or the fitness for any purpose or any other aspect of The Economist or the relevant merchant(s) goods or service(s).• Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the use of goods or service(s) provided by The Economist and its relevant merchant(s).",https://mytreats.maybank.com/cardpromotions/malaysia/2023/05/31/get-up-to-50-off-subscription-to-the-economist/
15% OFF at Dr.KO Dermaceutical,5 April 2023 – 29 February 2024,15% OFF with a minimum spend of RM600,"• Payment must be made with a Maybank/Maybank Islamic Mastercard®, Visa or American Express Card, except Debit & Prepaid Cards.• Offers cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards.• Maybank/Maybank Islamic is not the supplier of the goods or services and makes no representation as to the quality of the goods or services provided by the participating merchant.• Other terms and conditions apply.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/04/07/15-off-at-dr-ko-dermaceutical/
"Exclusive screening packages at Island Hospital, Penang",1 January 2023 – 31 December 2023,WhatsApp +62 896-1300-9999 (Island Hospital International Patient Service) for more information and booking,"1. Payment must be made with a Maybank Mastercard, Visa or American Express Cards.2. Offer cannot be exchanged for cash or used in conjunction with other promotions/offers/coupons//vouchers and loyalty/privilege cards.3. Maybank makes no representation as to the quality, merchantability or the fitness for any purpose of the goods and or services provided by the respective party. Maybank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered or incurred by or in connection with the promotion.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/03/20/exclusive-screening-packages-at-island-hospital-penang/
10% OFF selected packages at TDMC Hospital,1 January 2023 – 31 December 2023,"10% dicount on the following packages:
– Medical Screening Programme (Male & Female)
– Women Wellness Programme","Terms & Conditions1. Payment must be made with Maybank Cards (Visa, Mastercard & American Express Cards).2. Offer cannot be exchanged for cash or used in conjunction with other promotions/offers, coupons/vouchers and loyalty/privilege cards.",https://mytreats.maybank.com/cardpromotions/malaysia/2023/02/27/10-off-selected-packages-at-tdmc-hospital/
